Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,7.410000,7.570000,7.300000,7.420000,6.803413,0
2017-01-01,7.430000,7.760000,7.430000,7.660000,7.089021,0
2017-02-01,7.710000,7.810000,7.570000,7.580000,7.014984,0
2017-03-01,7.660000,7.660000,7.280000,7.430000,6.876165,0
2017-04-01,7.420000,7.550000,7.280000,7.300000,6.755856,0
2017-05-01,7.290000,7.380000,7.090000,7.190000,6.654055,0
2017-06-01,7.180000,7.220000,6.960000,7.170000,6.635545,0
2017-07-01,7.220000,7.440000,7.100000,7.440000,6.885419,0
2017-08-01,7.390000,7.460000,7.250000,7.460000,6.903929,0
2017-09-01,7.510000,7.640000,7.510000,7.600000,7.033493,0
2017-10-01,7.580000,7.750000,7.580000,7.710000,7.135294,0
2017-11-01,7.760000,7.880000,7.650000,7.730000,7.153803,0
2017-12-01,7.780000,7.980000,7.570000,7.980000,7.385168,0
2018-01-01,8.060000,8.310000,8.060000,8.160000,7.603639,0
2018-02-01,8.180000,8.180000,7.620000,7.770000,7.240230,0
2018-03-01,7.760000,7.830000,7.610000,7.710000,7.184321,0
2018-04-01,7.600000,8.060000,7.600000,7.950000,7.407957,0
2018-05-01,7.910000,8.230000,7.910000,8.080000,7.529094,0
2018-06-01,8.100000,8.150000,7.790000,7.900000,7.361366,0
2018-07-01,7.780000,7.880000,7.610000,7.820000,7.286821,0
2018-08-01,7.720000,7.770000,7.390000,7.600000,7.081820,0
2018-09-01,7.530000,7.800000,7.450000,7.760000,7.230912,0
2018-10-01,7.840000,7.920000,7.330000,7.370000,6.867503,0
2018-11-01,7.470000,7.530000,7.130000,7.230000,6.737048,0
2018-12-01,7.340000,7.340000,6.590000,6.690000,6.233866,0
2019-01-01,6.700000,7.170000,6.690000,7.170000,6.814050,0
2019-02-01,7.180000,7.330000,7.060000,7.260000,6.899582,0
2019-03-01,7.240000,7.360000,7.140000,7.270000,6.909086,0
2019-04-01,7.330000,7.440000,7.250000,7.260000,6.899582,0
2019-05-01,7.200000,7.200000,6.930000,6.930000,6.585964,0
2019-06-01,6.960000,7.300000,6.940000,7.290000,6.928093,0
2019-07-01,7.260000,7.360000,7.180000,7.180000,6.823554,0
2019-08-01,7.050000,7.050000,6.880000,7.010000,6.661994,0
2019-09-01,7.000000,7.280000,7.000000,7.040000,6.690504,0
2019-10-01,7.010000,7.160000,6.950000,7.120000,6.766532,0
2019-11-01,7.210000,7.260000,7.080000,7.080000,6.728518,0
2019-12-01,7.080000,7.310000,6.970000,7.310000,6.947100,0
2020-01-01,7.320000,7.350000,6.870000,6.870000,6.668695,0
2020-02-01,6.820000,7.040000,6.380000,6.380000,6.193054,0
2020-03-01,6.520000,6.650000,5.120000,5.600000,5.435909,0
2020-04-01,5.500000,6.130000,5.500000,6.060000,5.882430,0
2020-05-01,6.000000,6.330000,6.000000,6.330000,6.144518,0
2020-06-01,6.390000,6.550000,6.330000,6.520000,6.328951,0
2020-07-01,6.540000,6.960000,6.540000,6.890000,6.688109,0
2020-08-01,6.940000,7.180000,6.940000,7.180000,6.996642,0
2020-09-01,7.200000,7.200000,6.810000,6.890000,6.714047,0
2020-10-01,6.850000,7.100000,6.770000,6.800000,6.626346,0
2020-11-01,6.880000,7.400000,6.880000,7.290000,7.103833,0
2020-12-01,7.380000,7.750000,7.380000,7.740000,7.542341,0
2021-01-01,7.860000,8.210000,7.830000,7.830000,7.666696,0
2021-02-01,7.960000,8.660000,7.940000,8.350000,8.175851,0
2021-03-01,8.400000,8.660000,8.270000,8.350000,8.175851,0
2021-04-01,8.450000,8.930000,8.410000,8.850000,8.665423,0
2021-05-01,8.970000,9.330000,8.970000,9.210000,9.017915,0
2021-06-01,9.380000,9.430000,8.900000,9.190000,8.998331,0
2021-07-01,9.220000,9.250000,8.570000,8.980000,8.792711,0
2021-08-01,8.930000,8.970000,8.490000,8.920000,8.920000,0
2021-09-01,8.920000,9.220000,8.780000,9.170000,9.170000,0
2021-10-01,9.230000,9.770000,9.230000,9.530000,9.530000,0
2021-11-01,9.580000,9.610000,9.490000,9.600000,9.600000,0